att_current,att_avg_4w,att_total_drop,att_slope,ia_latest,ia_avg,has_ia_data,backlog_current,backlog_growing,fee_outstanding,weeks_tracked,Family_Income,HighSchool_Grade,Home_Location,Dropout
89.89,91.47,-12.23,1.09,24.82,22.03,1,1,0,0,13,30000,57.0,Rural,0
61.5,59.34,-7.14,1.813,27.71,21.27,1,1,0,0,5,30000,47.6,Semi-Urban,0
100.0,97.89,-24.11,1.683,36.6,39.25,1,0,0,0,16,5000,63.0,Semi-Urban,0
85.6,82.17,-18.37,2.366,18.35,22.23,1,0,0,0,9,10000,80.6,Rural,0
71.03,71.45,0.45,-0.786,16.27,19.07,1,3,0,1,4,18000,70.1,Rural,1
57.82,57.31,-9.36,0.895,24.34,25.01,1,1,0,1,14,18000,96.1,Rural,0
22.98,27.08,33.98,-2.634,24.78,23.45,1,1,1,0,15,18000,42.9,Rural,1
48.37,44.52,-7.57,3.783,28.44,37.58,1,0,0,1,3,18000,83.8,Urban,0
37.62,37.28,-0.68,0.682,0.0,0.0,0,1,0,1,2,10000,89.6,Semi-Urban,0
77.38,74.22,-8.64,4.321,25.36,24.55,1,2,0,0,3,50000,78.8,Urban,0
55.32,51.62,-22.58,1.938,36.72,33.66,1,0,0,1,11,30000,63.4,Rural,0
90.81,84.98,-18.19,2.414,24.97,23.55,1,4,0,0,8,5000,97.6,Semi-Urban,0
20.0,20.0,28.12,-2.17,15.57,20.28,1,1,0,1,14,50000,42.5,Rural,1
73.8,70.81,-38.73,2.571,32.23,37.69,1,0,0,0,16,18000,46.0,Semi-Urban,0
87.79,83.13,-20.92,1.368,33.69,32.99,1,0,0,1,13,30000,70.2,Semi-Urban,0
32.24,35.17,49.62,-4.047,27.78,20.83,1,0,0,0,14,5000,94.0,Urban,1
59.75,57.97,-23.91,2.179,25.43,25.67,1,0,0,1,12,10000,88.6,Urban,0
100.0,100.0,-17.08,1.086,18.97,21.49,1,1,0,1,15,75000,95.7,Semi-Urban,0
64.27,69.25,20.4,-2.529,18.48,18.49,1,3,0,1,10,10000,93.3,Semi-Urban,1
76.99,75.14,-19.0,1.383,26.3,23.7,1,0,0,1,15,30000,48.2,Urban,0
74.17,72.89,-18.12,1.021,25.47,23.95,1,1,0,0,15,75000,58.1,Rural,0
39.07,35.84,-6.46,6.462,0.0,0.0,0,0,0,1,2,10000,52.8,Urban,0
89.01,90.13,2.8,-1.78,13.15,10.78,1,0,0,1,4,18000,54.8,Rural,1
64.83,60.73,-9.25,2.784,19.32,23.72,1,0,0,0,4,10000,97.8,Urban,0
67.91,67.22,1.53,-0.767,9.12,10.82,1,4,1,1,3,75000,69.9,Urban,1
72.73,68.73,-18.8,2.512,29.93,24.94,1,2,0,1,8,5000,59.3,Rural,1
67.27,71.61,10.57,-3.552,19.86,22.08,1,0,0,0,4,75000,83.4,Semi-Urban,0
72.5,66.71,-15.43,1.5,30.65,24.74,1,0,0,0,10,5000,57.4,Urban,0
100.0,98.41,-3.66,0.484,23.66,28.57,1,1,0,0,13,18000,64.5,Semi-Urban,0
78.38,73.03,-13.57,2.206,32.48,30.51,1,0,0,0,6,30000,52.8,Urban,0
54.66,51.3,-12.53,0.982,33.09,27.12,1,0,0,0,9,18000,59.7,Rural,0
39.9,38.2,5.88,-0.65,10.34,14.38,1,2,0,0,11,75000,68.3,Rural,1
52.6,52.06,-3.91,1.06,23.18,23.36,1,1,0,0,6,50000,43.9,Urban,0
100.0,100.0,-26.98,2.189,19.03,25.79,1,0,0,0,15,30000,52.5,Rural,0
33.36,34.83,4.01,-2.005,38.82,40.0,1,2,0,1,3,5000,95.4,Rural,1
20.0,20.0,12.19,-0.637,20.08,25.11,1,0,0,0,16,75000,84.3,Urban,1
79.77,79.47,-9.18,1.586,38.42,40.0,1,0,0,1,8,18000,51.3,Semi-Urban,0
60.56,54.63,-6.98,3.489,18.63,20.08,1,2,0,0,3,30000,68.4,Semi-Urban,0
49.27,56.11,20.24,-4.387,15.26,19.02,1,0,0,0,6,18000,88.5,Semi-Urban,1
100.0,99.81,-10.57,0.851,31.34,33.23,1,0,0,0,13,10000,63.3,Semi-Urban,0
58.32,55.64,-9.05,2.148,32.55,35.43,1,0,0,1,6,18000,56.7,Rural,0
99.55,99.88,-20.07,1.534,30.2,24.15,1,0,0,0,16,50000,91.7,Semi-Urban,0
100.0,96.07,-15.13,2.791,28.98,31.74,1,3,0,1,7,18000,86.4,Rural,0
100.0,100.0,-14.46,1.18,28.38,23.91,1,2,0,1,15,18000,83.6,Semi-Urban,0
33.93,40.11,22.35,-2.817,31.61,28.18,1,0,0,1,7,18000,59.1,Urban,1
45.49,50.87,10.62,-1.452,23.78,18.29,1,0,0,1,7,18000,95.0,Rural,1
86.92,76.99,-37.19,2.722,39.53,38.21,1,2,0,1,13,10000,67.2,Urban,0
36.29,39.57,30.94,-1.839,12.8,16.1,1,2,0,0,14,18000,72.8,Rural,1
49.4,55.73,35.54,-3.261,11.93,14.04,1,0,0,0,12,30000,84.8,Semi-Urban,1
33.1,36.05,28.65,-3.43,14.68,13.68,1,3,1,0,10,5000,42.7,Rural,1
33.57,39.18,35.58,-3.786,20.47,16.3,1,1,1,1,10,75000,42.1,Urban,1
87.58,87.5,2.47,-0.61,10.2,11.31,1,0,0,0,7,10000,73.7,Rural,0
100.0,97.68,-18.34,1.938,23.02,21.41,1,0,0,1,9,50000,86.6,Rural,0
99.62,96.16,-9.9,1.027,21.64,21.16,1,4,0,1,8,10000,94.2,Semi-Urban,1
94.29,91.43,-7.53,1.32,40.0,36.56,1,0,0,0,7,50000,88.6,Rural,0
60.93,55.89,-14.18,1.883,17.78,18.78,1,2,0,1,8,18000,50.9,Rural,1
43.38,46.13,6.08,-2.233,24.02,23.09,1,1,0,1,4,10000,52.2,Semi-Urban,1
67.3,62.85,-18.63,2.289,38.43,32.85,1,1,0,1,9,50000,96.3,Rural,0
100.0,100.0,-23.44,1.673,23.49,23.4,1,3,0,0,15,50000,60.7,Semi-Urban,0
59.24,54.8,-13.36,2.208,31.65,35.08,1,1,0,1,7,30000,76.5,Urban,0
47.67,53.73,14.03,-3.206,12.84,9.92,1,0,0,1,5,10000,97.0,Rural,1
86.22,83.51,-2.31,0.33,20.93,22.22,1,0,0,1,5,10000,42.9,Urban,0
50.83,50.47,0.03,-0.228,21.04,21.54,1,0,0,0,4,75000,66.0,Urban,0
32.53,34.06,12.81,-2.684,16.32,15.46,1,1,1,0,6,18000,77.6,Rural,1
35.56,36.19,5.62,-1.514,9.16,9.34,1,0,0,0,5,10000,78.3,Semi-Urban,1
66.37,63.95,-6.86,0.848,37.4,38.39,1,2,0,0,9,30000,84.6,Urban,0
90.82,86.98,-18.9,2.24,33.94,34.14,1,0,0,1,9,10000,43.5,Urban,0
66.29,69.93,26.43,-1.762,29.06,23.75,1,0,0,0,15,10000,98.9,Semi-Urban,0
100.0,96.45,-32.04,3.051,23.48,22.05,1,0,0,0,12,18000,81.3,Rural,0
54.37,52.24,-14.22,1.097,30.76,33.23,1,0,0,0,15,30000,74.9,Urban,0
91.67,90.71,-9.91,0.762,31.4,32.36,1,0,0,0,12,50000,72.6,Rural,0
66.49,74.66,18.11,-0.94,23.83,18.64,1,1,1,0,12,10000,74.5,Rural,0
54.07,51.81,-14.36,2.255,40.0,37.34,1,1,0,0,8,50000,67.7,Semi-Urban,0
78.46,77.83,-1.27,1.271,0.0,0.0,0,0,0,1,2,30000,47.1,Urban,0
96.1,94.36,-4.48,1.98,24.79,30.5,1,2,0,1,4,10000,83.3,Rural,0
24.78,30.69,30.24,-2.635,10.75,14.74,1,0,0,1,12,30000,83.9,Rural,1
62.28,63.89,3.21,-3.207,0.0,0.0,0,0,0,1,2,30000,68.0,Semi-Urban,0
32.95,36.68,27.3,-3.667,22.19,16.84,1,1,0,1,9,10000,48.2,Rural,1
73.45,73.93,0.96,-0.959,0.0,0.0,0,0,0,1,2,5000,96.4,Semi-Urban,0
78.64,77.28,-12.17,1.05,27.67,29.85,1,1,0,0,12,30000,81.0,Rural,0
68.19,70.19,21.76,-1.565,25.47,28.26,1,1,1,1,15,10000,71.5,Urban,1
46.36,46.84,8.82,-0.837,12.05,19.37,1,1,0,0,8,75000,68.7,Urban,1
20.0,24.01,19.9,-2.052,11.16,12.59,1,1,1,1,11,5000,98.7,Urban,1
42.08,41.88,-8.76,0.884,34.52,31.0,1,3,0,1,10,5000,48.3,Rural,1
100.0,100.0,-20.08,1.52,31.36,27.23,1,2,0,0,15,30000,80.8,Semi-Urban,0
100.0,100.0,-8.28,0.437,35.38,31.83,1,1,0,1,14,10000,81.4,Urban,0
91.37,86.65,-20.39,2.603,28.15,25.08,1,1,0,1,9,18000,65.7,Rural,0
100.0,100.0,-16.98,1.247,20.67,22.43,1,0,0,0,16,10000,61.3,Rural,0
21.35,25.48,15.74,-1.819,26.03,24.11,1,2,1,0,11,50000,66.2,Rural,1
64.11,68.08,26.58,-1.845,17.16,18.57,1,1,1,1,13,5000,87.9,Rural,1
54.82,63.32,25.16,-4.575,19.49,19.24,1,0,0,1,6,18000,92.4,Urban,1
65.59,62.17,-29.58,2.413,24.5,30.53,1,1,0,1,13,18000,89.0,Urban,0
69.3,73.85,21.86,-2.9,27.39,26.44,1,0,0,0,8,30000,75.8,Rural,0
20.0,20.96,32.52,-2.886,18.33,15.5,1,1,1,1,14,5000,80.1,Urban,1
42.45,46.98,19.73,-1.776,23.09,23.42,1,1,1,1,9,30000,96.1,Urban,1
79.26,78.22,-20.1,1.579,19.58,20.29,1,0,0,0,16,5000,79.3,Semi-Urban,0
100.0,98.22,-9.71,1.885,30.27,30.22,1,4,0,0,7,18000,57.3,Urban,0
66.05,69.06,9.01,-2.994,27.03,29.34,1,0,0,1,4,18000,63.8,Urban,0
65.92,69.08,31.53,-3.481,15.24,12.92,1,1,0,1,10,10000,52.4,Urban,1
75.12,69.82,-9.01,2.033,25.7,23.0,1,0,0,0,5,30000,41.5,Semi-Urban,0
100.0,99.71,-17.32,1.988,25.25,25.31,1,0,0,1,9,10000,79.2,Semi-Urban,0
20.0,20.0,27.15,-2.067,25.39,27.85,1,0,0,0,14,30000,40.1,Semi-Urban,1
44.41,51.25,17.21,-4.67,19.04,17.8,1,1,1,1,5,5000,84.4,Rural,1
47.52,49.87,22.05,-1.375,18.6,17.66,1,0,0,1,16,18000,51.8,Urban,1
61.5,64.46,14.47,-1.777,8.87,14.53,1,0,0,1,10,18000,84.5,Semi-Urban,1
73.58,72.82,-5.83,1.224,22.67,21.54,1,0,0,1,6,18000,53.9,Semi-Urban,0
37.16,39.74,24.23,-1.773,27.8,25.39,1,0,0,0,14,18000,75.7,Urban,0
67.45,70.46,12.46,-1.202,11.09,13.52,1,0,0,1,8,30000,62.5,Rural,1
75.68,72.94,-28.15,2.04,35.76,35.86,1,1,0,0,16,5000,95.1,Rural,0
53.4,56.06,-2.19,0.663,19.16,17.5,1,3,1,1,4,10000,65.9,Rural,1
64.18,61.05,-22.96,1.593,22.69,22.47,1,0,0,1,15,75000,75.8,Rural,0
59.68,63.2,7.06,-7.057,0.0,0.0,0,3,1,1,2,18000,69.6,Urban,1
30.88,36.32,24.95,-3.007,20.18,25.5,1,0,0,1,8,18000,55.8,Rural,1
25.26,28.29,19.4,-3.471,21.12,16.09,1,0,0,0,7,30000,59.8,Urban,1
43.4,44.53,0.95,-0.473,32.09,31.67,1,0,0,0,3,50000,68.4,Urban,0
60.69,58.53,-20.53,1.648,25.9,29.54,1,0,0,0,14,10000,56.6,Rural,0
65.5,62.39,-9.87,2.413,24.83,25.44,1,0,0,1,5,10000,47.3,Rural,0
43.28,40.07,-8.68,0.582,37.84,35.39,1,1,0,1,10,18000,45.0,Semi-Urban,1
20.0,22.99,28.47,-2.612,19.96,18.4,1,4,1,1,11,50000,69.7,Rural,1
96.23,94.1,-11.7,1.664,22.29,22.73,1,1,0,0,7,5000,62.9,Rural,0
64.95,67.19,10.36,-0.904,19.56,17.52,1,2,0,0,12,10000,51.3,Urban,1
95.81,94.46,1.96,0.307,26.4,27.91,1,2,0,1,4,30000,83.9,Rural,0
26.96,25.62,15.18,-1.782,28.82,27.54,1,0,0,0,10,30000,65.6,Urban,0
83.71,87.49,7.1,-3.551,12.53,12.43,1,0,0,1,3,18000,40.5,Semi-Urban,1
52.28,58.15,17.44,-2.429,15.83,15.98,1,4,1,0,9,10000,47.4,Rural,1
88.49,84.13,-18.31,1.739,28.05,26.13,1,0,0,0,11,30000,60.3,Urban,0
20.0,20.64,32.83,-2.864,13.6,13.39,1,0,0,1,15,10000,98.8,Urban,1
70.37,68.14,-4.47,4.467,0.0,0.0,0,0,0,0,2,30000,52.0,Rural,0
50.4,50.27,-3.58,1.15,33.44,27.18,1,0,0,1,4,18000,68.4,Rural,0
68.05,64.35,-6.62,2.053,19.31,20.8,1,1,0,0,4,30000,51.3,Urban,0
24.08,34.7,34.34,-2.569,17.34,10.75,1,0,0,1,11,10000,69.6,Semi-Urban,1
59.26,58.02,-21.01,1.566,32.11,27.22,1,1,0,0,16,30000,76.5,Semi-Urban,0
97.68,92.63,-9.1,1.52,35.08,34.42,1,3,0,1,7,10000,85.4,Rural,0
64.15,63.12,-2.05,2.052,0.0,0.0,0,0,0,0,2,5000,93.1,Urban,0
100.0,100.0,-14.88,0.967,30.56,33.47,1,1,0,0,15,50000,92.7,Rural,0
41.14,41.01,-0.79,0.393,24.34,27.64,1,0,0,0,3,5000,47.2,Rural,0
53.75,50.67,-12.45,2.328,26.31,31.75,1,0,0,1,7,18000,98.3,Rural,0
78.88,80.83,-7.51,0.754,15.91,24.96,1,3,0,0,15,18000,78.8,Semi-Urban,0
100.0,100.0,-11.12,0.953,38.36,34.37,1,0,0,0,15,10000,72.8,Semi-Urban,0
20.0,20.0,24.5,-1.778,16.39,19.53,1,0,0,0,15,18000,62.0,Urban,0
69.67,71.36,3.04,-1.52,19.57,22.73,1,0,0,1,3,5000,64.9,Semi-Urban,0
61.92,60.47,-3.12,0.697,26.45,29.27,1,0,0,0,8,30000,86.5,Rural,0
36.11,38.88,22.62,-2.855,23.69,21.3,1,0,0,1,10,50000,79.7,Urban,1
100.0,97.97,-7.29,0.354,17.43,21.8,1,0,0,0,12,50000,93.1,Rural,0
46.82,51.6,20.26,-1.599,18.84,21.06,1,4,1,0,11,18000,58.5,Semi-Urban,1
83.89,81.09,-27.84,2.01,18.98,21.78,1,1,0,0,15,75000,83.3,Semi-Urban,0
37.2,42.02,19.67,-1.843,28.92,26.92,1,0,0,0,11,75000,67.1,Rural,0
94.3,91.16,-31.26,2.502,36.31,34.07,1,0,0,1,13,50000,86.7,Rural,0
49.04,56.86,16.82,-3.385,13.07,15.51,1,0,0,1,6,5000,69.3,Semi-Urban,1
100.0,100.0,-9.69,0.746,23.96,24.88,1,0,0,1,14,30000,64.5,Urban,0
61.56,58.35,-13.65,2.371,40.0,39.11,1,0,0,1,7,10000,47.4,Urban,0
89.96,87.77,-11.14,1.051,36.47,35.59,1,0,0,0,11,18000,63.9,Urban,0
20.0,20.0,27.61,-1.827,12.75,10.43,1,0,0,0,14,10000,53.6,Urban,1
78.45,73.5,-32.83,2.277,39.44,33.02,1,3,0,0,14,50000,67.9,Semi-Urban,0
75.81,73.96,-17.3,1.408,33.24,32.45,1,0,0,1,13,50000,55.4,Rural,0
49.36,47.82,-8.85,0.987,31.4,25.36,1,0,0,1,9,30000,41.1,Semi-Urban,0
39.9,45.86,14.59,-5.178,13.81,15.29,1,0,0,0,4,30000,75.8,Rural,1
98.39,96.27,-11.3,1.313,26.34,29.76,1,4,0,0,11,50000,93.3,Semi-Urban,0
66.26,63.06,-4.55,2.274,13.25,20.73,1,1,1,1,3,50000,61.3,Rural,1
69.62,67.93,-12.97,1.724,40.0,36.95,1,0,0,1,9,10000,59.1,Rural,0
59.54,62.77,23.81,-2.405,22.75,21.51,1,0,0,1,12,10000,66.0,Urban,1
89.34,86.38,-5.82,2.908,40.0,40.0,1,0,0,1,3,5000,94.3,Semi-Urban,0
74.82,70.82,-9.67,1.819,18.93,26.33,1,0,0,1,7,50000,55.0,Semi-Urban,0
20.0,25.97,16.82,-3.202,15.56,15.76,1,0,0,1,6,18000,80.3,Rural,1
97.2,95.95,-2.51,2.508,0.0,0.0,0,0,0,0,2,10000,85.8,Urban,0
76.74,78.0,-3.83,0.557,33.24,26.8,1,0,0,0,11,30000,91.2,Urban,0
58.17,58.09,-0.16,0.16,0.0,0.0,0,0,0,1,2,18000,79.0,Rural,0
20.0,21.08,18.63,-1.8,9.43,12.93,1,0,0,0,12,30000,61.0,Semi-Urban,0
20.0,20.0,29.82,-2.299,20.84,23.83,1,3,1,1,15,5000,93.8,Semi-Urban,1
70.53,71.95,10.45,-1.422,20.1,17.99,1,1,1,1,8,18000,85.2,Rural,1
100.0,97.71,-15.7,0.987,38.84,36.69,1,1,0,1,14,30000,92.5,Semi-Urban,0
100.0,100.0,-13.01,1.162,25.69,20.58,1,0,0,0,13,75000,47.1,Semi-Urban,0
75.73,73.55,-20.08,1.465,25.32,24.18,1,0,0,0,16,5000,86.3,Urban,0
20.0,20.0,25.42,-2.421,21.07,17.99,1,2,0,1,12,18000,81.0,Urban,1
43.48,49.1,28.85,-2.993,24.84,30.39,1,0,0,1,10,18000,90.4,Urban,1
43.1,53.1,41.03,-4.114,24.84,26.77,1,3,1,1,10,18000,83.5,Urban,1
94.68,92.7,-25.42,1.841,21.92,28.96,1,0,0,0,15,18000,83.3,Urban,0
66.88,70.14,12.84,-1.516,20.91,24.0,1,0,0,1,9,10000,43.4,Rural,1
62.11,57.84,1.42,-0.735,26.0,31.87,1,1,1,1,5,5000,88.2,Semi-Urban,1
46.64,51.79,44.27,-3.807,26.08,23.96,1,2,0,1,13,30000,55.9,Urban,1
44.37,49.65,25.19,-2.556,20.07,15.92,1,0,0,0,10,50000,96.7,Semi-Urban,1
83.47,84.42,-3.84,0.428,36.94,35.59,1,0,0,0,10,30000,87.7,Urban,0
67.24,66.27,-8.07,0.853,33.6,34.31,1,0,0,1,11,10000,97.1,Rural,0
80.45,78.51,-3.87,3.868,0.0,0.0,0,2,0,1,2,18000,62.9,Urban,0
67.05,63.81,10.71,-1.376,12.32,13.89,1,0,0,1,15,5000,90.1,Rural,1
73.46,70.65,-7.27,2.722,22.95,23.54,1,1,0,0,4,18000,79.0,Rural,0
100.0,98.51,-15.34,1.172,21.38,22.24,1,1,0,0,16,30000,62.6,Semi-Urban,0
62.05,60.66,-6.08,1.992,39.64,36.75,1,4,0,1,4,18000,84.8,Urban,1
22.1,24.18,11.08,-1.937,30.05,26.47,1,1,1,0,7,75000,50.9,Semi-Urban,1
76.45,76.22,-0.45,0.454,0.0,0.0,0,0,0,0,2,18000,91.3,Urban,0
44.8,49.09,9.33,-2.041,15.39,15.52,1,0,0,1,5,50000,54.8,Semi-Urban,1
85.25,78.26,-43.99,2.916,34.46,37.57,1,2,0,0,15,50000,52.9,Semi-Urban,0
42.19,46.44,20.07,-4.187,13.7,11.77,1,2,1,1,6,18000,93.0,Rural,1
94.53,93.21,-2.64,2.643,0.0,0.0,0,0,0,1,2,5000,87.0,Urban,0
43.14,42.52,-2.55,1.038,32.34,34.72,1,2,0,0,6,10000,86.8,Rural,1
20.36,20.82,15.59,-1.306,26.12,23.77,1,0,0,1,13,10000,84.4,Rural,1
51.94,50.7,-2.48,2.477,0.0,0.0,0,2,0,1,2,18000,76.9,Semi-Urban,0
70.67,71.44,11.49,-0.873,12.57,9.95,1,2,1,1,15,10000,47.2,Urban,1
78.03,78.68,-2.21,0.925,38.73,32.9,1,0,0,0,5,18000,50.0,Urban,0
49.52,55.95,24.03,-2.61,7.79,12.26,1,0,0,0,10,30000,73.0,Semi-Urban,1
79.4,75.27,-11.72,1.49,34.56,34.37,1,1,0,0,8,10000,65.2,Rural,0
68.14,64.65,-16.65,2.525,19.86,20.42,1,3,0,1,8,10000,65.9,Semi-Urban,1
30.54,39.28,24.9,-4.129,15.9,20.6,1,1,1,0,6,30000,40.0,Urban,1
80.34,81.9,4.41,-1.512,20.72,23.61,1,2,1,0,5,10000,92.3,Rural,1
42.49,44.82,43.63,-3.146,16.78,18.0,1,1,1,0,15,5000,69.4,Semi-Urban,1
100.0,96.85,-23.94,2.289,39.89,39.17,1,0,0,1,12,50000,54.5,Semi-Urban,0
49.14,56.31,18.64,-3.72,17.09,16.04,1,0,0,0,6,5000,64.9,Rural,1
57.7,55.91,-18.96,2.032,33.23,36.37,1,0,0,0,11,18000,52.4,Rural,0
72.69,74.09,5.59,-1.282,27.34,25.33,1,0,0,0,4,50000,40.7,Rural,0
70.94,74.04,6.21,-6.214,0.0,0.0,0,4,0,1,2,18000,45.5,Rural,1
20.0,20.0,31.89,-2.631,13.71,10.8,1,0,0,1,15,18000,83.2,Rural,1
47.63,54.06,16.84,-6.553,28.71,27.87,1,0,0,1,4,5000,97.4,Urban,1
31.37,34.4,32.01,-2.079,19.46,24.37,1,0,0,0,15,18000,67.3,Urban,1
92.88,92.7,-0.36,0.36,0.0,0.0,0,0,0,0,2,18000,75.0,Urban,0
63.03,61.46,-17.4,1.555,31.97,36.87,1,3,0,1,14,50000,73.2,Urban,0
43.82,47.36,6.61,-3.305,33.43,31.37,1,0,0,0,3,10000,58.8,Urban,1
96.71,91.23,-15.79,3.163,40.0,35.63,1,4,0,0,6,50000,60.7,Urban,0
20.0,22.09,37.11,-2.574,18.77,14.21,1,0,0,0,16,75000,72.4,Urban,1
23.38,30.1,41.72,-3.785,28.07,26.72,1,1,1,0,12,18000,48.0,Rural,1
95.35,93.35,-41.63,3.079,18.05,22.66,1,1,0,0,15,5000,75.3,Rural,0
100.0,100.0,-7.92,0.782,32.64,35.29,1,2,0,0,12,10000,65.1,Semi-Urban,0
53.01,58.73,27.72,-3.364,20.11,18.88,1,1,0,1,10,5000,83.6,Rural,1
42.8,43.61,-3.92,1.135,33.91,35.0,1,1,0,0,7,18000,72.4,Urban,0
20.0,20.0,21.9,-1.376,22.16,23.41,1,2,0,0,14,10000,77.3,Semi-Urban,1
81.2,81.61,-18.23,1.703,32.47,27.62,1,2,0,1,14,5000,94.7,Urban,0
100.0,100.0,-10.07,0.45,24.53,20.04,1,0,0,1,13,5000,57.8,Urban,0
62.86,67.23,11.39,-2.657,25.32,24.89,1,2,1,1,5,30000,59.3,Rural,1
83.34,82.77,-11.1,2.214,29.23,35.81,1,0,0,0,7,10000,78.9,Urban,0
48.06,44.42,-7.77,2.561,22.1,25.37,1,0,0,1,5,10000,74.6,Semi-Urban,0
35.6,36.98,2.78,-2.776,0.0,0.0,0,0,0,0,2,18000,69.9,Urban,0
97.88,96.97,-4.07,2.034,25.53,30.02,1,0,0,0,3,18000,83.9,Urban,0
61.61,68.93,21.12,-2.479,27.4,26.32,1,0,0,1,9,18000,81.9,Urban,1
28.92,33.36,12.45,-0.926,16.56,15.82,1,0,0,1,9,18000,82.7,Urban,1
61.93,58.25,-13.51,1.788,38.22,31.0,1,2,0,0,8,75000,87.5,Urban,0
100.0,96.98,-30.13,2.337,25.52,26.78,1,1,0,0,15,50000,97.1,Rural,0
54.67,65.66,20.01,-3.62,25.59,22.59,1,2,0,0,6,75000,94.8,Semi-Urban,1
45.18,49.94,12.35,-1.711,10.85,7.84,1,0,0,1,10,18000,67.8,Urban,1
48.2,47.59,-1.09,0.545,30.55,34.68,1,0,0,1,3,30000,48.0,Rural,0
94.27,92.61,3.51,-0.459,9.06,12.49,1,1,0,1,7,5000,84.7,Rural,1
62.3,58.55,-12.15,2.951,35.11,37.99,1,0,0,0,6,30000,91.6,Rural,0
99.17,98.83,-13.37,1.638,39.2,39.7,1,0,0,0,12,50000,51.8,Semi-Urban,0
78.11,74.98,-8.95,1.191,24.94,18.68,1,1,0,1,9,30000,57.3,Semi-Urban,0
48.05,50.69,14.99,-2.538,16.58,16.69,1,2,1,0,6,5000,72.6,Urban,1
49.16,47.83,-4.18,2.091,26.73,27.0,1,1,0,0,3,18000,96.2,Semi-Urban,0
73.25,70.83,-14.16,1.935,30.76,33.94,1,1,0,0,8,10000,89.6,Urban,0
100.0,100.0,-6.93,0.516,35.26,40.0,1,0,0,1,15,18000,77.0,Semi-Urban,0
20.0,26.41,21.08,-1.5,30.07,23.56,1,1,1,0,13,18000,95.5,Semi-Urban,1
36.58,44.09,41.48,-2.981,14.5,17.66,1,1,1,1,12,30000,52.1,Urban,1
100.0,100.0,-14.61,1.318,27.37,32.3,1,1,0,1,14,10000,88.8,Urban,0
50.81,51.3,0.33,-0.166,19.81,22.07,1,1,1,1,3,50000,95.6,Rural,1
98.83,94.57,-25.21,2.971,33.35,38.4,1,1,0,1,10,30000,48.2,Urban,0
92.31,86.67,-17.15,2.67,29.45,33.91,1,0,0,1,7,10000,77.9,Semi-Urban,0
20.0,25.57,45.39,-3.902,10.53,15.46,1,1,1,0,13,10000,69.1,Rural,1
65.96,68.75,10.67,-1.757,9.1,11.46,1,0,0,1,8,18000,53.8,Semi-Urban,1
100.0,98.82,-21.14,2.082,36.52,35.6,1,1,0,0,12,18000,86.4,Rural,0
57.1,67.46,33.55,-2.82,26.13,26.38,1,0,0,0,12,30000,74.2,Urban,0
70.11,64.83,-35.22,2.172,35.47,36.71,1,0,0,1,16,18000,97.7,Urban,0
21.69,26.27,38.05,-2.744,23.02,23.41,1,0,0,0,14,30000,97.8,Urban,1
67.69,71.24,23.37,-2.982,23.26,17.08,1,0,0,0,9,18000,89.1,Rural,0
100.0,100.0,-14.79,1.393,25.04,24.15,1,3,0,1,10,75000,58.5,Rural,0
69.73,71.95,4.44,-4.437,0.0,0.0,0,0,0,1,2,18000,46.1,Rural,1
85.55,81.83,-7.38,3.689,28.77,27.47,1,1,0,0,3,30000,57.4,Urban,0
61.72,58.88,-19.13,1.808,23.02,22.02,1,3,0,0,12,18000,76.5,Rural,0
50.06,57.94,44.73,-3.91,29.28,22.4,1,0,0,0,12,30000,42.6,Semi-Urban,0
31.4,35.71,36.6,-3.885,13.88,7.54,1,0,0,1,11,30000,96.9,Rural,1
81.11,79.47,-4.91,0.754,32.47,34.35,1,1,0,1,8,18000,73.0,Semi-Urban,0
62.65,66.96,26.86,-3.002,17.96,15.49,1,1,1,0,9,50000,47.7,Rural,1
72.48,73.99,16.76,-2.591,30.3,27.43,1,4,1,0,8,30000,59.9,Rural,1
51.4,50.98,19.9,-2.838,22.74,16.34,1,0,0,1,10,5000,64.1,Rural,1
34.53,38.73,17.55,-2.696,20.73,21.34,1,0,0,1,7,10000,95.3,Rural,1
86.53,86.92,-11.74,1.988,40.0,35.42,1,0,0,1,8,75000,58.1,Urban,0
35.08,38.41,31.44,-2.121,27.85,26.73,1,1,0,0,15,50000,81.1,Urban,1
86.78,83.75,-19.4,1.513,19.59,20.8,1,0,0,1,14,50000,52.9,Rural,0
46.11,50.2,10.2,-3.172,14.93,15.14,1,3,1,1,4,18000,75.5,Urban,1
21.5,25.73,30.28,-2.024,16.42,17.04,1,1,0,1,14,5000,88.2,Urban,1
78.07,79.26,2.37,-2.368,0.0,0.0,0,1,1,1,2,30000,55.3,Rural,1
49.16,48.95,21.13,-2.854,24.74,27.44,1,0,0,0,10,10000,61.5,Urban,1
86.71,86.22,-4.56,0.544,23.0,27.35,1,0,0,1,9,10000,46.1,Semi-Urban,0
58.83,57.76,-3.31,1.654,27.92,29.93,1,0,0,1,3,5000,95.8,Semi-Urban,0
79.67,77.7,-2.66,1.331,22.27,20.17,1,1,0,1,3,5000,76.3,Urban,0
91.48,90.17,-11.23,0.676,29.42,29.57,1,0,0,1,16,30000,63.3,Rural,0
59.88,61.16,16.5,-2.756,9.22,12.36,1,3,0,0,7,5000,91.4,Rural,1
54.8,55.35,-8.06,0.595,30.33,33.46,1,2,0,1,16,18000,96.7,Urban,0
